x,y,z
0.3048,0,0
0.6096,0,0
0.9144,0,0
1.2192,0,0
1.524,0,0
1.8288,0,0
2.1336,0,0
2.4384,0,0
2.7432,0,0
3.048,0,0
3.3528,0,0
3.6576,0,0
3.9624,0,0
4.2672,0,0
4.572,0,0
4.8768,0,0
5.1816,0,0
5.4864,0,0
5.7912,0,0
6.096,0,0
6.4008,0,0
6.7056,0,0
7.0104,0,0
7.3152,0,0
7.62,0,0
7.9248,0,0
8.2296,0,0
8.5344,0,0
8.8392,0,0
9.144,0,0
9.4488,0,0
9.7536,0,0
10.0584,0,0
10.3632,0,0
10.668,0,0
10.9728,0,0
11.2776,0,0
11.5824,0,0
11.8872,0,0
12.192,0,0
12.4968,0,0
12.8016,0,0
13.1064,0,0
13.4112,0,0
13.716,0,0
14.0208,0,0
14.3256,0,0
14.6304,0,0
14.9352,0,0
15.24,0,0
15.5448,0,0
15.8496,0,0
16.1544,0,0
16.4592,0,0
16.764,0,0
17.0688,0,0
17.3736,0,0
17.6784,0,0
17.9832,0,0
18.288,0,0
18.5928,0,0
18.8976,0,0
19.2024,0,0
19.5072,0,0
19.812,0,0
20.1168,0,0
20.4216,0,0
20.7264,0,0
21.0312,0,0
21.336,0,0
21.6408,0,0
21.9456,0,0
22.2504,0,0
22.5552,0,0
22.86,0,0
23.1648,0,0
23.4696,0,0
23.7744,0,0
24.0792,0,0
24.384,0,0
24.6888,0,0
24.9936,0,0
25.2984,0,0
25.6032,0,0
25.908,0,0
26.2128,0,0
26.5176,0,0
26.8224,0,0
27.1272,0,0
27.432,0,0
27.7368,0,0
28.0416,0,0
28.3464,0,0
28.6512,0,0
28.956,0,0
29.2608,0,0
29.5656,0,0
29.8704,0,0
30.1752,0,0
30.48,0,0
30.7848,0,0
31.0896,0,0
31.3944,0,0
31.6992,0,0
32.004,0,0
32.3088,0,0
32.6136,0,0
32.9184,0,0
33.2232,0,0
33.528,0,0
33.8328,0,0
34.1376,0,0
34.4424,0,0
34.7472,0,0
35.052,0,0
35.3568,0,0
35.6616,0,0
35.9664,0,0
36.2712,0,0
36.576,0,0
36.8808,0,0
37.1856,0,0
37.4904,0,0
37.7952,0,0
38.1,0,0
38.4048,0,0
38.7096,0,0
39.0144,0,0
39.3192,0,0
39.624,0,0
39.9288,0,0
40.2336,0,0
40.5384,0,0
40.8432,0,0
41.148,0,0
41.4528,0,0
41.7576,0,0
42.0624,0,0
42.3672,0,0
42.672,0,0
42.9768,0,0
43.2816,0,0
43.5864,0,0
43.8912,0,0
44.196,0,0
44.5008,0,0
44.8056,0,0
45.1104,0,0
45.4152,0,0
45.72,0,0
46.0248,0,0
46.3296,0,0
46.6344,0,0
46.9392,0,0
47.244,0,0
47.5488,0,0
47.8536,0,0
48.1584,0,0
48.4632,0,0
48.768,0,0
49.0728,0,0
49.3776,0,0
49.6824,0,0
49.9872,0,0
50.292,0,0
50.5968,0,0
50.9016,0,0
51.2064,0,0
51.5112,0,0
51.816,0,0
52.1208,0,0
52.4256,0,0
52.7304,0,0
53.0352,0,0
53.34,0,0
53.6448,0,0
53.9496,0,0
54.2544,0,0
54.5592,0,0
54.864,0,0
55.1688,0,0
55.4736,0,0
55.7784,0,0
56.0832,0,0
56.388,0,0
56.6928,0,0
56.9976,0,0
57.3024,0,0
57.6072,0,0
57.912,0,0
58.2168,0,0
58.5216,0,0
58.8264,0,0
59.1312,0,0
59.436,0,0
59.7408,0,0
60.0456,0,0
60.3504,0,0
60.6552,0,0
60.96,0,0
61.2648,0,0
61.5696,0,0
61.8744,0,0
62.1792,0,0
62.484,0,0
62.7888,0,0
63.0936,0,0
63.3984,0,0
63.7032,0,0
64.008,0,0
64.3128,0,0
64.6176,0,0
64.9224,0,0
65.2272,0,0
65.532,0,0
65.8368,0,0
66.1416,0,0
66.4464,0,0
66.7512,0,0
67.056,0,0
67.3608,0,0
67.6656,0,0
67.9704,0,0
68.2752,0,0
68.58,0,0
68.8848,0,0
69.1896,0,0
69.4944,0,0
69.7992,0,0
70.104,0,0
70.4088,0,0
70.7136,0,0
71.0184,0,0
71.3232,0,0
71.628,0,0
71.9328,0,0
72.2376,0,0
72.5424,0,0
72.8472,0,0
73.152,0,0
73.4568,0,0
73.7616,0,0
74.0664,0,0
74.3712,0,0
74.676,0,0
74.9808,0,0
75.2856,0,0
